"","parid","scheduleID","react1","react2","accuracy","note","number","correctans","audio","video","context","group","type","beep_response","length1","length2","videoname","Task.Version","Spreadsheet","Response","display","row_number","filename","Experiment.Version","Participant.OS","Participant.Browser","randomiser.t27m","date.of.birth.year","date.of.birth.month","sex","languages","response.6","response.6.text","mask.problems","Difficulty.x","Tiring","more.info.on.masks","Difficulty.y","Distraction","response.4.1","response.4.2","response.4.3","response.4.4","response.4.text","response.5","Comments","block","SUBJECT","ITEM","RT","GROUP","AUDIO","VISUAL","PREDICT","ACC","CONDITION","TRIAL","BLOCK","AGE","SEX"
"776","210719_c53",15074698,1437.87083107483,1251.18407218156,0,"self-correction","37H","deck","aM","vM","H","c","aMvM",3.01356021130755,1.57568938023272,1.76237613912599,"37H_aM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15074698?filename=37HaMvMmp4-59-2.weba","Block1",48,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",9,"Windows 10","Edge 92.0.902.67","Version4",11,1,"Male","English and another language (bilingual)","Born and raised in the UK","","Yes sometimes",2,2,"",2,1,"Everything worked well","","","","","","",2,"210719_c53","37H",1251.18407218156,"c","aM","vM","H","0","aMvM",48,"2",11.0833333333333,"Male"
"782","210719_c53",15074698,1425.78439329557,1288.02516710508,0,"dun?","42L","doll","aM","vNM","L","c","aMvNM",3.34853839576718,1.92275400247161,2.0605132286621,"42L_aM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15074698?filename=42LaMvNMmp4-124-2.weba","Block1",109,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",9,"Windows 10","Edge 92.0.902.67","Version4",11,1,"Male","English and another language (bilingual)","Born and raised in the UK","","Yes sometimes",2,2,"",2,1,"Everything worked well","","","","","","",4,"210719_c53","42L",1288.02516710508,"c","aM","vNM","L","0","aMvNM",109,"4",11.0833333333333,"Male"
"792","210719_c53",15074698,1274.42388566373,1157.30254557365,0,"cannot figure out what the child said","58L","goal","aM","vNM","L","c","aMvNM",3.22829457781972,1.95387069215599,2.07099203224607,"58L_aM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15074698?filename=58LaMvNMmp4-47-2.weba","Block1",36,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",9,"Windows 10","Edge 92.0.902.67","Version4",11,1,"Male","English and another language (bilingual)","Born and raised in the UK","","Yes sometimes",2,2,"",2,1,"Everything worked well","","","","","","",2,"210719_c53","58L",1157.30254557365,"c","aM","vNM","L","0","aMvNM",36,"2",11.0833333333333,"Male"
"853","210719_c66",14758562,711.562047173278,463.960278328028,0,"discard_spoon","121H","spool","aNM","vM","H","c","aNMvM",2.54978819368465,1.83822614651137,2.08582791535662,"121H_aNM_vM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/14758562?filename=audioFile-11-2.weba","Block1",2,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",9,"Windows 10","Chrome 92.0.4515.107","Version1",10,5,"Male","English","Born and raised in the UK","","Yes sometimes",4,3,"",1,1,"Everything worked well","","","","","NO","MY CHILD ENJOID",1,"210719_c66","121H",463.960278328028,"c","aNM","vM","H","0","aNMvM",2,"1",10.4166666666667,"Male"
"877","210719_c66",14758562,167.553301566461,-266.112085860439,0,"discard_small chunks","20H","chunks","aM","vNM","H","c","aMvNM",2.1852565055337,2.01770320396724,2.45136859139414,"20H_aM_vNM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/14758562?filename=audioFile-71-2.weba","Block1",60,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",9,"Windows 10","Chrome 92.0.4515.107","Version1",10,5,"Male","English","Born and raised in the UK","","Yes sometimes",4,3,"",1,1,"Everything worked well","","","","","NO","MY CHILD ENJOID",2,"210719_c66","20H",-266.112085860439,"c","aM","vNM","H","0","aMvNM",60,"2",10.4166666666667,"Male"
"885","210719_c66",14758562,402.222493409793,70.5686533840431,0,"discard_tops","28H","cops","aM","vNM","H","c","aMvNM",2.51187553207927,2.10965303866948,2.44130687869523,"28H_aM_vNM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/14758562?filename=audioFile-116-2.weba","Block1",101,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",9,"Windows 10","Chrome 92.0.4515.107","Version1",10,5,"Male","English","Born and raised in the UK","","Yes sometimes",4,3,"",1,1,"Everything worked well","","","","","NO","MY CHILD ENJOID",4,"210719_c66","28H",70.5686533840431,"c","aM","vNM","H","0","aMvNM",101,"4",10.4166666666667,"Male"
"886","210719_c66",14758562,271.289343382606,161.218673447966,0,"discard_bar","2H","barn","aM","vM","H","c","aMvM",2.21779961358249,1.94651027019988,2.05658094013452,"2H_aM_vM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/14758562?filename=audioFile-99-2.weba","Block1",86,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",9,"Windows 10","Chrome 92.0.4515.107","Version1",10,5,"Male","English","Born and raised in the UK","","Yes sometimes",4,3,"",1,1,"Everything worked well","","","","","NO","MY CHILD ENJOID",3,"210719_c66","2H",161.218673447966,"c","aM","vM","H","0","aMvM",86,"3",10.4166666666667,"Male"
"893","210719_c66",14758562,382.956990625933,280.544788244983,0,"discard_deaf","38H","den","aNM","vNM","H","c","aNMvNM",2.82901541858362,2.44605842795769,2.54847063033864,"38H_aNM_vNM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/14758562?filename=audioFile-27-2.weba","Block1",18,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",9,"Windows 10","Chrome 92.0.4515.107","Version1",10,5,"Male","English","Born and raised in the UK","","Yes sometimes",4,3,"",1,1,"Everything worked well","","","","","NO","MY CHILD ENJOID",1,"210719_c66","38H",280.544788244983,"c","aNM","vNM","H","0","aNMvNM",18,"1",10.4166666666667,"Male"
"904","210719_c66",14758562,588.010332692647,328.213871052417,0,"discard_flop","51H","flock","aM","vM","H","c","aMvM",2.71337526800335,2.1253649353107,2.38516139695093,"51H_aM_vM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/14758562?filename=audioFile-33-2.weba","Block1",24,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",9,"Windows 10","Chrome 92.0.4515.107","Version1",10,5,"Male","English","Born and raised in the UK","","Yes sometimes",4,3,"",1,1,"Everything worked well","","","","","NO","MY CHILD ENJOID",1,"210719_c66","51H",328.213871052417,"c","aM","vM","H","0","aMvM",24,"1",10.4166666666667,"Male"
"924","210719_c66",14758562,544.772590792543,327.729138411603,0,"discard_tin","74L","kick","aNM","vNM","L","c","aNMvNM",2.99625479179667,2.45148220100413,2.66852565338507,"74L_aNM_vNM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/14758562?filename=audioFile-67-2.weba","Block1",56,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",9,"Windows 10","Chrome 92.0.4515.107","Version1",10,5,"Male","English","Born and raised in the UK","","Yes sometimes",4,3,"",1,1,"Everything worked well","","","","","NO","MY CHILD ENJOID",2,"210719_c66","74L",327.729138411603,"c","aNM","vNM","L","0","aNMvNM",56,"2",10.4166666666667,"Male"
"940","210719_c66",14758562,350.815165730212,41.7650710333217,0,"discard_not","91L","notch","aM","vNM","L","c","aMvNM",2.54207478610172,2.19125962037151,2.5003097150684,"91L_aM_vNM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/14758562?filename=audioFile-91-2.weba","Block1",78,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",9,"Windows 10","Chrome 92.0.4515.107","Version1",10,5,"Male","English","Born and raised in the UK","","Yes sometimes",4,3,"",1,1,"Everything worked well","","","","","NO","MY CHILD ENJOID",3,"210719_c66","91L",41.7650710333217,"c","aM","vNM","L","0","aMvNM",78,"3",10.4166666666667,"Male"
"979","210719_c71",14549435,752.876271881729,548.405438548439,0,"unsure_thrat?","133H","throat","aNM","vM","H","c","aNMvM",2.86555983681943,2.1126835649377,2.31715439827099,"133H_aNM_vM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/14549435?filename=133HaNMvMmp4-86-2.weba","Block1",73,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v5_task-6srq.csv",5,"Chromium OS 13904.77.0","Chrome 91.0.4472.147","Version5",11,3,"Female","English and another language (bilingual)","Born and raised in the UK",NA,"No",2,3,"She can hear well but because of the face mask blocking direct speech coming through, it's easy to find that normal speech as become muffled and difficult to hear. It makes listening a harder task.",2,1,"Everything worked well",NA,NA,NA,NA,"N/A","It was done well and efficiently, and both me and my daughter enjoyed it. In the future, if there are any online research opportunities like this, we'd be interested to take part!",3,"210719_c71","133H",548.405438548439,"c","aNM","vM","H","0","aNMvM",73,"3",11.25,"Female"
"1002","210719_c71",14549435,1340.87504279276,1241.69080366233,0,"varn","2L","barn","aM","vM","L","c","aMvM",3.19613359495555,1.85525855216279,1.95444279129322,"2L_aM_vM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/14549435?filename=2LaMvMmp4-92-2.weba","Block1",79,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v5_task-6srq.csv",5,"Chromium OS 13904.77.0","Chrome 91.0.4472.147","Version5",11,3,"Female","English and another language (bilingual)","Born and raised in the UK",NA,"No",2,3,"She can hear well but because of the face mask blocking direct speech coming through, it's easy to find that normal speech as become muffled and difficult to hear. It makes listening a harder task.",2,1,"Everything worked well",NA,NA,NA,NA,"N/A","It was done well and efficiently, and both me and my daughter enjoyed it. In the future, if there are any online research opportunities like this, we'd be interested to take part!",3,"210719_c71","2L",1241.69080366233,"c","aM","vM","L","0","aMvM",79,"3",11.25,"Female"
"1015","210719_c71",14549435,2236.85810967433,1987.6887914925,0,"dark","43L","dove","aM","vM","L","c","aMvM",4.22244318425859,1.98558507458426,2.23475439276609,"43L_aM_vM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/14549435?filename=43LaMvMmp4-17-2.weba","Block1",8,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v5_task-6srq.csv",5,"Chromium OS 13904.77.0","Chrome 91.0.4472.147","Version5",11,3,"Female","English and another language (bilingual)","Born and raised in the UK",NA,"No",2,3,"She can hear well but because of the face mask blocking direct speech coming through, it's easy to find that normal speech as become muffled and difficult to hear. It makes listening a harder task.",2,1,"Everything worked well",NA,NA,NA,NA,"N/A","It was done well and efficiently, and both me and my daughter enjoyed it. In the future, if there are any online research opportunities like this, we'd be interested to take part!",1,"210719_c71","43L",1987.6887914925,"c","aM","vM","L","0","aMvM",8,"1",11.25,"Female"
"1098","210723_a76",14582654,1000.90347259005,867.791439790726,0,"tim?","134L","tin","aM","vM","L","a","aMvM",2.78100131339728,1.78009784080723,1.91320987360655,"134L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14582654?filename=134LaMvMmp4-132-2.weba","Block1",117,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v8_task-fbmh.csv",8,"Windows 10","Chrome 92.0.4515.107","Version8",21,8,"Female","English","Born and raised in the UK",NA,"Yes sometimes",3,1,"Sometimes there is absolutely no problem understanding and sometimes it is quite hard.",2,1,"Everything worked well","",NA,"",NA,"Sometimes it took a while to load my responses.","I really enjoyed doing it - than you so much!",4,"210723_a76","134L",867.791439790726,"a","aM","vM","L","0","aMvM",117,"4",21.6666666666667,"Female"
"1108","210723_a76",14582654,245.858816558851,13.3788579818614,0,"car?_orcutoff?","17L","calf","aM","vNM","L","a","aMvNM",2.96930361011877,2.72344479355992,2.95592475213691,"17L_aM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14582654?filename=17LaMvNMmp4-103-2.weba","Block1",90,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v8_task-fbmh.csv",8,"Windows 10","Chrome 92.0.4515.107","Version8",21,8,"Female","English","Born and raised in the UK",NA,"Yes sometimes",3,1,"Sometimes there is absolutely no problem understanding and sometimes it is quite hard.",2,1,"Everything worked well","",NA,"",NA,"Sometimes it took a while to load my responses.","I really enjoyed doing it - than you so much!",3,"210723_a76","17L",13.3788579818614,"a","aM","vNM","L","0","aMvNM",90,"3",21.6666666666667,"Female"
"1123","210723_a76",14582654,535.736507364934,337.008092064394,0,"cop?","32L","crop","aNM","vM","L","a","aNMvM",2.88027042774237,2.34453392037744,2.54326233567798,"32L_aNM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14582654?filename=32LaNMvMmp4-38-2.weba","Block1",29,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v8_task-fbmh.csv",8,"Windows 10","Chrome 92.0.4515.107","Version8",21,8,"Female","English","Born and raised in the UK",NA,"Yes sometimes",3,1,"Sometimes there is absolutely no problem understanding and sometimes it is quite hard.",2,1,"Everything worked well","",NA,"",NA,"Sometimes it took a while to load my responses.","I really enjoyed doing it - than you so much!",1,"210723_a76","32L",337.008092064394,"a","aNM","vM","L","0","aNMvM",29,"1",21.6666666666667,"Female"
"1146","210723_a76",14582654,1835.34566627006,1698.4841211312,0,"gran","60L","grin","aM","vM","L","a","aMvM",4.08848131816913,2.25313565189907,2.38999719703793,"60L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14582654?filename=60LaMvMmp4-20-2.weba","Block1",11,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v8_task-fbmh.csv",8,"Windows 10","Chrome 92.0.4515.107","Version8",21,8,"Female","English","Born and raised in the UK",NA,"Yes sometimes",3,1,"Sometimes there is absolutely no problem understanding and sometimes it is quite hard.",2,1,"Everything worked well","",NA,"",NA,"Sometimes it took a while to load my responses.","I really enjoyed doing it - than you so much!",1,"210723_a76","60L",1698.4841211312,"a","aM","vM","L","0","aMvM",11,"1",21.6666666666667,"Female"
"1150","210723_a76",14582654,567.936926837117,400.795253653287,0,"ahead","64L","hen","aM","vM","L","a","aMvM",2.69478102512355,2.12684409828643,2.29398577147026,"64L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14582654?filename=64LaMvMmp4-107-2.weba","Block1",92,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v8_task-fbmh.csv",8,"Windows 10","Chrome 92.0.4515.107","Version8",21,8,"Female","English","Born and raised in the UK",NA,"Yes sometimes",3,1,"Sometimes there is absolutely no problem understanding and sometimes it is quite hard.",2,1,"Everything worked well","",NA,"",NA,"Sometimes it took a while to load my responses.","I really enjoyed doing it - than you so much!",4,"210723_a76","64L",400.795253653287,"a","aM","vM","L","0","aMvM",92,"4",21.6666666666667,"Female"
"1166","210723_a76",14582654,247.340286215432,32.2002885496921,0,"clock? Alice's k?","80H","lock","aNM","vM","H","a","aNMvM",2.37673463269766,2.12939434648223,2.34453434414797,"80H_aNM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14582654?filename=80HaNMvMmp4-35-2.weba","Block1",26,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v8_task-fbmh.csv",8,"Windows 10","Chrome 92.0.4515.107","Version8",21,8,"Female","English","Born and raised in the UK",NA,"Yes sometimes",3,1,"Sometimes there is absolutely no problem understanding and sometimes it is quite hard.",2,1,"Everything worked well","",NA,"",NA,"Sometimes it took a while to load my responses.","I really enjoyed doing it - than you so much!",1,"210723_a76","80H",32.2002885496921,"a","aNM","vM","H","0","aNMvM",26,"1",21.6666666666667,"Female"
"1254","210723_a78",14657603,338.213750497384,237.202083830694,0,"plane","50L","flame","aNM","vNM","L","a","aNMvNM",2.7149564645653,2.37674271406792,2.47775438073461,"50L_aNM_vNM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/14657603?filename=50LaNMvNMmp4-119-2.weba","Block1",104,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-tmfe.csv",9,"Windows 10","Chrome 92.0.4515.107","Version7",22,3,"Female","English","Born and raised in the UK","","Yes sometimes",3,4,"",5,3,"Everything worked well","","","","","","",4,"210723_a78","50L",237.202083830694,"a","aNM","vNM","L","0","aNMvNM",104,"4",22.25,"Female"
"1258","210723_a78",14657603,685.62773464373,660.94559178657,0,"blue","57L","glue","aM","vM","L","a","aMvM",2.84589275715382,2.16026502251009,2.18494716536725,"57L_aM_vM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/14657603?filename=57LaMvMmp4-131-2.weba","Block1",116,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-tmfe.csv",9,"Windows 10","Chrome 92.0.4515.107","Version7",22,3,"Female","English","Born and raised in the UK","","Yes sometimes",3,4,"",5,3,"Everything worked well","","","","","","",4,"210723_a78","57L",660.94559178657,"a","aM","vM","L","0","aMvM",116,"4",22.25,"Female"
"1289","210723_a78",14657603,396.543076457328,310.889484136778,0,"maim?","8L","blame","aNM","vM","L","a","aNMvM",2.1386377790613,1.74209470260397,1.82774829492452,"8L_aNM_vM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/14657603?filename=8LaNMvMmp4-30-2.weba","Block1",21,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-tmfe.csv",9,"Windows 10","Chrome 92.0.4515.107","Version7",22,3,"Female","English","Born and raised in the UK","","Yes sometimes",3,4,"",5,3,"Everything worked well","","","","","","",1,"210723_a78","8L",310.889484136778,"a","aNM","vM","L","0","aNMvM",21,"1",22.25,"Female"
"1291","210723_a78",14657603,681.371566928136,372.321472231246,0,"nokch?","91L","notch","aM","vM","L","a","aMvM",2.87263118729965,2.19125962037151,2.5003097150684,"91L_aM_vM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/14657603?filename=91LaMvMmp4-130-2.weba","Block1",115,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-tmfe.csv",9,"Windows 10","Chrome 92.0.4515.107","Version7",22,3,"Female","English","Born and raised in the UK","","Yes sometimes",3,4,"",5,3,"Everything worked well","","","","","","",4,"210723_a78","91L",372.321472231246,"a","aM","vM","L","0","aMvM",115,"4",22.25,"Female"
